dataset_index,true_cipher_type,difficulty,true_plaintext,ciphertext_original,rq2_std_pred,rq2_std_correct,rq2_char_pred,rq2_char_correct,rq3_std_pred,rq3_std_correct,rq3_char_pred,rq3_char_correct
1830,Bacon Cipher,1,It was a story that resonated with many readers around the world.,ABAAABAABBBABBAAAAAABAABAAAAAABAABABAABBABBBABAAABBBAAABAABBAABBBAAAAABAABBBAAABAABAABAABAABBBAABBABAAAAABAABBAABAAAAABBBABBAABAAABAABBAABBBABBAAAAAAAABBABBBAAABAAABAABAAAAAAAAAABBAABAABAAABBAABAAAAAABAAABABBBABABAAABBABAAABBBAABBAABBBAABAABABBAABBBABAAABABABBAAABB,Vigenère Cipher,False,Atbash Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
1831,Rail Fence Cipher,2,It was a story that resonated with many readers around the world.,Ia rhrndtareanho.twsasoyta eoae ihmn edr rudtewrd  t tstw yaso  l,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
1832,Vigenère Cipher,2,It was a story that resonated with many readers around the world.,jn kml x zuijm maxj sykcztmbt xclv ftko sysrqkl qypofr mab dpldr.,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Vigenère Cipher,True
1833,Playfair Cipher,2,It was a story that resonated with many readers around the world.,TZYQYHTKPQZSSHPBUOPEBSQOZDSIQBUXQNQHNQYHQPGUIODUEWMNFW,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,RSA Cipher,False
1834,RSA Cipher,3,It was a story that resonated with many readers around the world.,1486 884 1992 1107 1632 1230 1992 1632 1992 1230 884 2185 2412 487 1992 884 2170 1632 884 1992 2412 1313 1230 2185 2235 1632 884 1313 1773 1992 1107 3179 884 2170 1992 2271 1632 2235 487 1992 2412 1313 1632 1773 1313 2412 1230 1992 1632 2412 2185 2160 2235 1773 1992 884 2170 1313 1992 1107 2185 2412 745 1773 2825,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,True,RSA Cipher,True
1835,AES Cipher,3,It was a story that resonated with many readers around the world.,3VwhkNVPxh4MbIeFJ/RdojZGUgSpVZ4/+AkY+JY8NZRKIkRkoZ5q5E1/vu92OXgFLZj3hzs3HhZbyth6SkAZfJ9Kawh6OxcMUK3L4BVgojc=,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Vigenère Cipher,False
1836,Caesar Cipher,1,The database management system supports data integrity and security.,wkh gdwdedvh pdqdjhphqw vbvwhp vxssruwv gdwd lqwhjulwb dqg vhfxulwb.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
1837,Atbash Cipher,1,The database management system supports data integrity and security.,Gsv wzgzyzhv nzmztvnvmg hbhgvn hfkkligh wzgz rmgvtirgb zmw hvxfirgb.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
1838,Morse Code,1,The database management system supports data integrity and security.,- .... .   -.. .- - .- -... .- ... .   -- .- -. .- --. . -- . -. -   ... -.-- ... - . --   ... ..- .--. .--. --- .-. - ...   -.. .- - .-   .. -. - . --. .-. .. - -.--   .- -. -..   ... . -.-. ..- .-. .. - -.-- .,Vigenère Cipher,False,Vigenère Cipher,False,Morse Code,True,Rail Fence Cipher,False
1839,Bacon Cipher,1,The database management system supports data integrity and security.,BAABBAABBBAABAAAAABBAAAAABAABBAAAAAAAAABAAAAABAABAAABAAABBAAAAAAAABBABAAAAAAABBAAABAAABBAAAABAAABBABBAABBBAABABBAAABAABABAABBAABAAABBAABAABABABAAABBBBABBBBABBBABAAABBAABBBAABAAAABBAAAAABAABBAAAAAABAAAABBABBAABBAABAAAABBABAAABABAAABAABBBBAAAAAAAAABBABAAABBBAABAAABAAAAABABABAABAAABABAAABAABBBBAAA,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
1840,Rail Fence Cipher,2,The database management system supports data integrity and security.,Tdb aeseurd etneih aaaemngmn ytmspot aaitgiyadscrt.etsaets pstnr  uy,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,True
1841,Vigenère Cipher,2,The database management system supports data integrity and security.,ivd zdizgchs mwqpfjotbs obhsjo gtplrgsx sosa lcsjigwsy dcc utqtrewn.,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
1842,Playfair Cipher,2,The database management system supports data integrity and security.,SILEVZUGUZFDMQGQFDFLXTZTXCUYBUKWKZXUVZVQIYFBKQXZMQUXFEAPTKZY,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
1843,RSA Cipher,3,The database management system supports data integrity and security.,2159 2170 1313 1992 1773 1632 884 1632 2570 1632 1230 1313 1992 2271 1632 2235 1632 2923 1313 2271 1313 2235 884 1992 1230 487 1230 884 1313 2271 1992 1230 2160 612 612 2185 2412 884 1230 1992 1773 1632 884 1632 1992 3179 2235 884 1313 2923 2412 3179 884 487 1992 1632 2235 1773 1992 1230 1313 281 2160 2412 3179 884 487 2825,Vigenère Cipher,False,Vigenère Cipher,False,"RSA Cipher (due to the presence of large prime numbers and the format of the ciphertext, which is typical of RSA encryption)",True,Vigenère Cipher,False
1844,AES Cipher,3,The database management system supports data integrity and security.,ayhh6jFT6ccrqPAs46ZwTaE/xDtNFuK1yGn81GWKKDR12ibZggURfkiHP6Zi/GyPE8KLxHw0PETGVe25TYoMUyK7fSgtzzN3TNNvb0cQjvc=,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Atbash Cipher,False
1845,Caesar Cipher,1,Just got my first car! So excited for new adventures! #NewCar #Freedom,mxvw jrw pb iluvw fdu! vr haflwhg iru qhz dgyhqwxuhv! #qhzfdu #iuhhgrp,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
1846,Atbash Cipher,1,Just got my first car! So excited for new adventures! #NewCar #Freedom,Qfhg tlg nb urihg xzi! Hl vcxrgvw uli mvd zwevmgfivh! #MvdXzi #Uivvwln,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
1847,Morse Code,1,Just got my first car! So excited for new adventures! #NewCar #Freedom,.--- ..- ... -   --. --- -   -- -.--   ..-. .. .-. ... -   -.-. .- .-. !   ... ---   . -..- -.-. .. - . -..   ..-. --- .-.   -. . .--   .- -.. ...- . -. - ..- .-. . ... !   # -. . .-- -.-. .- .-.   # ..-. .-. . . -.. --- --,Playfair Cipher,False,Vigenère Cipher,False,Morse Code,True,Playfair Cipher,False
1848,Bacon Cipher,1,Just got my first car! So excited for new adventures! #NewCar #Freedom,ABAABBABAABAABABAABBAABBAABBBABAABBABBAABBAAAAABABABAAABAAABBAABABAABBAAABAAAAAABAAABBAABAABBBAAABAABABBBAAABAABAAABAABBAABAAAAABBAABABABBBABAAABABBABAABAABABBAAAAAAAAABBBABABAABAAABBABBAABBBABAABAAABAABAABAABAABBABAABAABABBAAAABAAAAAABAAABAABABBAAABAABAAAABAAAAABBABBBAABBAA,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
1849,Rail Fence Cipher,2,Just got my first car! So excited for new adventures! #NewCar #Freedom,J  ftrocdrwvu!erroutgtm is a!S xie o e detrs Nwa Fedmsoyrc etfnane#C#e,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Atbash Cipher,False
1850,Vigenère Cipher,2,Just got my first car! So excited for new adventures! #NewCar #Freedom,erby pyk bt onobd npm! xl oonxobm cxb ytr jisnxkfgzp! #wonnpm #konouzb,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Vigenère Cipher,True
1851,Playfair Cipher,2,Just got my first car! So excited for new adventures! #NewCar #Freedom,CANZWVYLXARYNZIUSNPDTECYIEWPSODFWIXDTLANKPPCUDIYAPPQIERG,Vigenère Cipher,False,Atbash Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
1852,RSA Cipher,3,Just got my first car! So excited for new adventures! #NewCar #Freedom,1877 2160 1230 884 1992 2923 2185 884 1992 2271 487 1992 1369 3179 2412 1230 884 1992 281 1632 2412 1853 1992 2680 2185 1992 1313 1542 281 3179 884 1313 1773 1992 1369 2185 2412 1992 2235 1313 1107 1992 1632 1773 2578 1313 2235 884 2160 2412 1313 1230 1853 1992 921 3165 1313 1107 641 1632 2412 1992 921 325 2412 1313 1313 1773 2185 2271,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
1853,AES Cipher,3,Just got my first car! So excited for new adventures! #NewCar #Freedom,RWt/OF4cHjkRjhyZyCd2qbNIcDqgnvHlavk8cGbp6vurugkc1RLYRa01whgGHTIxuKD9iOS8qoKjeOjlmkSy06cvUytwHhskuUVj2PI83tA=,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Vigenère Cipher,False
1854,Caesar Cipher,1,The court rules in favor of the plaintiff in a landmark decision.,wkh frxuw uxohv lq idyru ri wkh sodlqwlii lq d odqgpdun ghflvlrq.,Vigenère Cipher,False,Vigenère Cipher,False,Playfair Cipher,False,Rail Fence Cipher,False
1855,Atbash Cipher,1,The court rules in favor of the plaintiff in a landmark decision.,Gsv xlfig ifovh rm uzeli lu gsv kozrmgruu rm z ozmwnzip wvxrhrlm.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
1856,Morse Code,1,The court rules in favor of the plaintiff in a landmark decision.,- .... .   -.-. --- ..- .-. -   .-. ..- .-.. . ...   .. -.   ..-. .- ...- --- .-.   --- ..-.   - .... .   .--. .-.. .- .. -. - .. ..-. ..-.   .. -.   .-   .-.. .- -. -.. -- .- .-. -.-   -.. . -.-. .. ... .. --- -. .,Vigenère Cipher,False,Playfair Cipher,False,Morse Code,True,Rail Fence Cipher,False
1857,Bacon Cipher,1,The court rules in favor of the plaintiff in a landmark decision.,BAABBAABBBAABAAAAABAABBBABABAABAAABBAABBBAAABBABAAABABBAABAABAABAABAAAABBABAABABAAAAABABABABBBABAAABABBBAAABABBAABBAABBBAABAAABBBBABABBAAAAAABAAAABBABBAABBABAAAAABABAABABABAAAABBABAAAAAABABBAAAAAABBABAAABBABBAAAAAAABAAABABABAAAABBAABAAAAABAABAAABAABAABAAAABBBAABBAB,Vigenère Cipher,False,Playfair Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
1858,Rail Fence Cipher,2,The court rules in favor of the plaintiff in a landmark decision.,Tctlia tpnf aads.h or ue nfvro h litf nalnmr eiineurs ofeaii dkco,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
1859,Vigenère Cipher,2,The court rules in favor of the plaintiff in a landmark decision.,yof tjvri wbmrj jn sfcpe jg iuj qyrdotxsk ja v lpaitbeb eervxppa.,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
1860,Playfair Cipher,2,The court rules in favor of the plaintiff in a landmark decision.,AKFEUZPAOYPBUDWBTYPLQCAKPVRDDZMTQWCMHDRDDBADPHTBOCUDLZ,Vigenère Cipher,False,Playfair Cipher,True,Vigenère Cipher,False,Rail Fence Cipher,False
1861,RSA Cipher,3,The court rules in favor of the plaintiff in a landmark decision.,2159 2170 1313 1992 281 2185 2160 2412 884 1992 2412 2160 745 1313 1230 1992 3179 2235 1992 1369 1632 2578 2185 2412 1992 2185 1369 1992 884 2170 1313 1992 612 745 1632 3179 2235 884 3179 1369 1369 1992 3179 2235 1992 1632 1992 745 1632 2235 1773 2271 1632 2412 690 1992 1773 1313 281 3179 1230 3179 2185 2235 2825,Vigenère Cipher,False,Playfair Cipher,False,RSA Cipher,True,Vigenère Cipher,False
1862,AES Cipher,3,The court rules in favor of the plaintiff in a landmark decision.,vPMP2sZoFGlsvyqBMsboOtAD+YQ0sA60mA1yfcgFFHSnKUKyvQvaQQgovAjs7X0xQso9hl33u0nR3Jd31aLK8iiREeDRe9jJ3W/Nai7ObSs=,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,RSA Cipher,False
1863,Caesar Cipher,1,Company achieves record sales during the holiday season,frpsdqb dfklhyhv uhfrug vdohv gxulqj wkh krolgdb vhdvrq,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
1864,Atbash Cipher,1,Company achieves record sales during the holiday season,Xlnkzmb zxsrvevh ivxliw hzovh wfirmt gsv slorwzb hvzhlm,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
1865,Morse Code,1,Company achieves record sales during the holiday season,-.-. --- -- .--. .- -. -.--   .- -.-. .... .. . ...- . ...   .-. . -.-. --- .-. -..   ... .- .-.. . ...   -.. ..- .-. .. -. --.   - .... .   .... --- .-.. .. -.. .- -.--   ... . .- ... --- -.,Morse Code,True,Vigenère Cipher,False,Morse Code,True,Morse Code,True
1866,Bacon Cipher,1,Company achieves record sales during the holiday season,AAABAABBBAABBAAABBBBAAAAAABBABBBAAAAAAAAAAABAAABBBABAAAAABAABABABAABAABAABABAAABAABAAAAABAABBBABAAABAAABBBAABAAAAAAABABBAABAABAABAAAABBBABAABAAABABAAAABBABAABBABAABBAABBBAABAAAABBBABBBAABABBABAAAAAABBAAAAABBAAABAABAAABAAAAAAABAABAABBBAABBAB,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
1867,Rail Fence Cipher,2,Company achieves record sales during the holiday season,Caae ossr  i sopn civsrcr ae uigtehldysaomyheedldnhoaen,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
1868,Vigenère Cipher,2,Company achieves record sales during the holiday season,tzzrbba gzytrxfg mkzfcq tonzy ufekou onb sbnjrct pvlfqo,Playfair Cipher,False,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
1869,Playfair Cipher,2,Company achieves record sales during the holiday season,FVPSEGWDBFENZCPTCAQTLDDGDIETUPFHRLBNTFSEDWIDDMUF,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
1870,RSA Cipher,3,Company achieves record sales during the holiday season,641 2185 2271 612 1632 2235 487 1992 1632 281 2170 3179 1313 2578 1313 1230 1992 2412 1313 281 2185 2412 1773 1992 1230 1632 745 1313 1230 1992 1773 2160 2412 3179 2235 2923 1992 884 2170 1313 1992 2170 2185 745 3179 1773 1632 487 1992 1230 1313 1632 1230 2185 2235,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,True,Rail Fence Cipher,False
1871,AES Cipher,3,Company achieves record sales during the holiday season,4BZPOPk6Q2mIlctr3VU3ytqMgZ0og9EBYG8CqaTIL3BNCLZ/qT1vr8G/cC3l+5FZsO97oq73feIYT6ipdu7KFA==,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Atbash Cipher,False
1872,Caesar Cipher,1,You are never too old to set another goal or to dream a new dream.,brx duh qhyhu wrr rog wr vhw dqrwkhu jrdo ru wr guhdp d qhz guhdp.,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
1873,Atbash Cipher,1,You are never too old to set another goal or to dream a new dream.,Blf ziv mvevi gll low gl hvg zmlgsvi tlzo li gl wivzn z mvd wivzn.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
1874,Morse Code,1,You are never too old to set another goal or to dream a new dream.,-.-- --- ..-   .- .-. .   -. . ...- . .-.   - --- ---   --- .-.. -..   - ---   ... . -   .- -. --- - .... . .-.   --. --- .- .-..   --- .-.   - ---   -.. .-. . .- --   .-   -. . .--   -.. .-. . .- -- .,Morse Code,True,Playfair Cipher,False,Morse Code,True,Rail Fence Cipher,False
1875,Bacon Cipher,1,You are never too old to set another goal or to dream a new dream.,BBAAAABBBABABAAAAAAABAAABAABAAABBABAABAABABABAABAABAAABBAABBABBBAABBBAABBBAABABBAAABBBAABBABBBABAABAAABAABAABBAAAAAABBABABBBABAABBAABBBAABAABAAABAABBAABBBAAAAAAABABBABBBABAAABBAABBABBBAAAABBBAAABAABAAAAAAAABBAAAAAAAABBABAABAABABBAAAABBBAAABAABAAAAAAAABBAA,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
1876,Rail Fence Cipher,2,You are never too old to set another goal or to dream a new dream.,Yanrod  t l dmndmo r ee o l ostaohrga rt ra  e ra.uevtoteneoooeawe,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Atbash Cipher,False
1877,Vigenère Cipher,2,You are never too old to set another goal or to dream a new dream.,lvi dqh lailf wnr mhq ha rhm wavhthq zmwy cd sr bnrha d qxu qysmp.,Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True,Rail Fence Cipher,False
1878,Playfair Cipher,2,You are never too old to set another goal or to dream a new dream.,UIYFWRQHWDSLXKXKCUHPILHRNFBLCGSEIFUCSLXCWRNQNFRQEPGQXD,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
1879,RSA Cipher,3,You are never too old to set another goal or to dream a new dream.,99 2185 2160 1992 1632 2412 1313 1992 2235 1313 2578 1313 2412 1992 884 2185 2185 1992 2185 745 1773 1992 884 2185 1992 1230 1313 884 1992 1632 2235 2185 884 2170 1313 2412 1992 2923 2185 1632 745 1992 2185 2412 1992 884 2185 1992 1773 2412 1313 1632 2271 1992 1632 1992 2235 1313 1107 1992 1773 2412 1313 1632 2271 2825,Playfair Cipher,False,Vigenère Cipher,False,RSA Cipher,True,Vigenère Cipher,False
1880,AES Cipher,3,You are never too old to set another goal or to dream a new dream.,lwnra/BDoaZ6D8uhQ8Z1TpR4aZeJEws63jDvH1kkik2EhATw8gtzfP6lObdt7B4qpXr+AUjTneb8EsH1I5BwoSQ4nZCS1I3KhzJqjcRIqi0=,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Atbash Cipher,False
1881,Caesar Cipher,1,The study of microbiomes reveals their impact on human health.,wkh vwxgb ri plfurelrphv uhyhdov wkhlu lpsdfw rq kxpdq khdowk.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
1882,Atbash Cipher,1,The study of microbiomes reveals their impact on human health.,Gsv hgfwb lu nrxilyrlnvh ivevzoh gsvri rnkzxg lm sfnzm svzogs.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
1883,Morse Code,1,The study of microbiomes reveals their impact on human health.,- .... .   ... - ..- -.. -.--   --- ..-.   -- .. -.-. .-. --- -... .. --- -- . ...   .-. . ...- . .- .-.. ...   - .... . .. .-.   .. -- .--. .- -.-. -   --- -.   .... ..- -- .- -.   .... . .- .-.. - .... .,Vigenère Cipher,False,Vigenère Cipher,False,Morse Code,True,Rail Fence Cipher,False
1884,Bacon Cipher,1,The study of microbiomes reveals their impact on human health.,BAABBAABBBAABAABAABABAABBBABAAAAABBBBAAAABBBAAABABABBAAABAAAAAABABAAABABBBAAAAABABAAAABBBAABBAAAABAABAABABAAABAABAABABABAABAAAAAAAABABBBAABABAABBAABBBAABAAABAAABAAABABAAAABBAAABBBBAAAAAAAABABAABBABBBAABBABAABBBBABAAABBAAAAAAAABBABAABBBAABAAAAAAAABABBBAABBAABBB,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
1885,Rail Fence Cipher,2,The study of microbiomes reveals their impact on human health.,Tsy ro e imt aehh td fmcoimsrvasteripc nhmnhat.euoibeelh aou l,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
1886,Vigenère Cipher,2,The study of microbiomes reveals their impact on human health.,zwg mttzt uu bccqkwfubgh rdrzxrh ibehn fsecrn nj eabcc hdwgqn.,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
1887,Playfair Cipher,2,The study of microbiomes reveals their impact on human health.,VCKMUVEDVHREILSFHRUMLSHUIDMLVCHKWROYNIVLFCYUBDIHNRVC,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,RSA Cipher,False
1888,RSA Cipher,3,The study of microbiomes reveals their impact on human health.,2159 2170 1313 1992 1230 884 2160 1773 487 1992 2185 1369 1992 2271 3179 281 2412 2185 2570 3179 2185 2271 1313 1230 1992 2412 1313 2578 1313 1632 745 1230 1992 884 2170 1313 3179 2412 1992 3179 2271 612 1632 281 884 1992 2185 2235 1992 2170 2160 2271 1632 2235 1992 2170 1313 1632 745 884 2170 2825,Vigenère Cipher,False,Vigenère Cipher,False,"RSA Cipher (due to the presence of large prime numbers and the format of the ciphertext, which is typical of RSA encryption)",True,Vigenère Cipher,False
1889,AES Cipher,3,The study of microbiomes reveals their impact on human health.,0sRk8qyauM3L0rBRYaBOBhoD0EjkevZHEvzdgd6jZ+BRhL+rjaZGZZrJGGNZPsWr3ZRBnZJ9CpFIkTjhMO4IVA==,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,RSA Cipher,False
1890,Caesar Cipher,1,Proper hydration is essential for maintaining physical performance.,surshu kbgudwlrq lv hvvhqwldo iru pdlqwdlqlqj skbvlfdo shuirupdqfh.,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
1891,Atbash Cipher,1,Proper hydration is essential for maintaining physical performance.,Kilkvi sbwizgrlm rh vhhvmgrzo uli nzrmgzrmrmt ksbhrxzo kviulinzmxv.,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
1892,Morse Code,1,Proper hydration is essential for maintaining physical performance.,.--. .-. --- .--. . .-.   .... -.-- -.. .-. .- - .. --- -.   .. ...   . ... ... . -. - .. .- .-..   ..-. --- .-.   -- .- .. -. - .- .. -. .. -. --.   .--. .... -.-- ... .. -.-. .- .-..   .--. . .-. ..-. --- .-. -- .- -. -.-. . .,Vigenère Cipher,False,Vigenère Cipher,False,Morse Code,True,Morse Code,True
1893,Bacon Cipher,1,Proper hydration is essential for maintaining physical performance.,ABBBBBAAABABBBAABBBBAABAABAAABAABBBBBAAAAAABBBAAABAAAAABAABBABAAAABBBAABBABABAAABAABAAABAABAABABAABAAABAAABBABBAABBABAAAAAAAAABABBAABABABBBABAAABABBAAAAAAAABAAAABBABBAABBAAAAAABAAAABBABABAAAABBABAABBAABBBBAABBBBBAAABAABAABAAAAAABAAAAAAABABBABBBBAABAABAAABAABABABBBABAAABABBAAAAAAAABBABAAABAAABAA,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
1894,Rail Fence Cipher,2,Proper hydration is essential for maintaining physical performance.,Peyt enlriigyaercrprhdaini seta o anann hsclpromneo rossifmtipi fa.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
1895,Vigenère Cipher,2,Proper hydration is essential for maintaining physical performance.,jokkbu cmflxpdlq dg ypozkwgvz zln jdgihcckeid ncmuczwg scmtqljwizh.,Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True,Rail Fence Cipher,False
